row,pair_id,cve_id,cwe_id(정답),commit/출처,language,정답,우리_판정,우리_CWE,우리_정답여부,우리_사유,Claude_판정,Claude_CWE,Claude_정답여부,Claude_사유
188,pv_58926dffbe81_208535,CVE-2022-36043,CWE-415,58926dffbe819fe9ebf5062f7130e026351cae01,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"qo or qo->fixups may be NULL if bin_obj wasn't properly initialized, causing crash in rz_list_clone."
189,pv_58926dffbe81_208535,CVE-2022-36043,CWE-415,58926dffbe819fe9ebf5062f7130e026351cae01,C,safe,safe,,O,NONE,vuln,CWE-476,X,"qo or qo->maps could be NULL if bin_obj wasn't properly initialized, causing a crash in rz_list_clone."
190,pv_cab1c3b3708e_208654,CVE-2016-6295,CWE-416,cab1c3b3708eead315e033359d07049b23b147a3,C,vuln,safe,,X,NONE,safe,,X,"This is a module initialization function that registers classes, constants, and handlers with no user-controlled input or memory management issues."
191,pv_cab1c3b3708e_208654,CVE-2016-6295,CWE-416,cab1c3b3708eead315e033359d07049b23b147a3,C,safe,safe,,O,NONE,safe,,O,This is module initialization code registering classes/constants; no user input handling or memory/logic flaws present.
192,pv_4c4d0e2da07b_209026,CVE-2021-3559,CWE-119,4c4d0e2da07b5a035b26a0ff13ec27070f7c7b1a,C,vuln,safe,,X,NONE,vuln,CWE-125,O,
193,pv_4c4d0e2da07b_209026,CVE-2021-3559,CWE-119,4c4d0e2da07b5a035b26a0ff13ec27070f7c7b1a,C,safe,safe,,O,NONE,safe,,O,Proper cleanup of old data with bounds checking before reassignment; no evident memory or injection flaw.
194,pv_f5b3c703e187_209801,CVE-2022-30975,CWE-476,f5b3c703e18725e380b83427004632e744f85a6f,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",safe,,X,Function only dispatches to pstmlist/pstm based on type field; no unsafe memory operations or unchecked input visible in this snippet.
195,pv_f5b3c703e187_209801,CVE-2022-30975,CWE-476,f5b3c703e18725e380b83427004632e744f85a6f,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",safe,,O,"No memory, bounds, or injection issues evident; function only dispatches to pstm/pstmlist based on AST type."
196,pv_06c32f170093_209931,CVE-2020-11038,CWE-190,06c32f170093a6ecde93e3bc07fed6a706bfbeb3,C,vuln,safe,,X,NONE,parse_fail,,X,
197,pv_06c32f170093_209931,CVE-2020-11038,CWE-190,06c32f170093a6ecde93e3bc07fed6a706bfbeb3,C,safe,safe,,O,NONE,vuln,CWE-190,X,"width*height*4ULL is computed in size_t before checking against INT32_MAX, so on 32-bit systems this multiplication can overflow before the check is applied."
198,pv_8188a18ee2e4_209955,CVE-2019-16234,CWE-476,8188a18ee2e48c9a7461139838048363bfce3fef,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"alloc_workqueue() return value for trans_pcie->rba.alloc_wq is not checked for NULL before use, potentially causing a crash on allocation failure."
199,pv_8188a18ee2e4_209955,CVE-2019-16234,CWE-476,8188a18ee2e48c9a7461139838048363bfce3fef,C,safe,safe,,O,NONE,parse_fail,,X,
200,pv_f3604b901d68_210273,CVE-2021-32037,CWE-617,f3604b901d688c194de5e430c7fbab060c9dc8e0,C++,vuln,safe,,X,NONE,vuln,CWE-369,O,"numRecords can be zero in the non-timeseries branch, causing division by zero when computing minAdvancedToWorkRatio (sampleSize / (numRecords * kMaxSampleRatioForRandCursor))."
201,pv_f3604b901d68_210273,CVE-2021-32037,CWE-617,f3604b901d688c194de5e430c7fbab060c9dc8e0,C++,safe,safe,,O,NONE,vuln,CWE-369,X,"In the non-timeseries branch, numRecords==0 is not excluded before computing sampleSize/(numRecords*kMaxSampleRatioForRandCursor), risking a division by zero."
202,pv_b05b26784051_210282,CVE-2019-3812,CWE-125,b05b267840515730dbf6753495d5b7bd8b04ad1c,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-125,O,"s->reg is incremented without bounds checking, allowing out-of-bounds read of edid_blob when reg exceeds its buffer size."
203,pv_b05b26784051_210282,CVE-2019-3812,CWE-125,b05b267840515730dbf6753495d5b7bd8b04ad1c,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",safe,,O,"The modulo operation safely bounds array access within edid_blob's size, preventing out-of-bounds read."
204,pv_af74f7db384e_210283,CVE-2022-0669,CWE-703,af74f7db384ed149fe42b21dbd7975f8a54ef227,C,vuln,safe,,X,NONE,vuln,CWE-129,O,"num_queues from client message is not validated against dev->max_queue_pairs/nr_vring, allowing out-of-bounds access to dev->virtqueue[i] in the loop."
205,pv_af74f7db384e_210283,CVE-2022-0669,CWE-703,af74f7db384ed149fe42b21dbd7975f8a54ef227,C,safe,safe,,O,NONE,vuln,CWE-129,X,"num_queues from client is not validated against dev->max_queue_pairs/nr_vring, allowing out-of-bounds access to dev->virtqueue[i] in the loop."
206,pv_af74f7db384e_210284,CVE-2022-0669,CWE-703,af74f7db384ed149fe42b21dbd7975f8a54ef227,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"num_queues and queue_size are attacker-controlled (from Vhost-user message) and used unchecked in mmap_size = num_queues * pervq_inflight_size, allowing overflow/undersized allocation and subsequent o"
207,pv_af74f7db384e_210284,CVE-2022-0669,CWE-703,af74f7db384ed149fe42b21dbd7975f8a54ef227,C,safe,safe,,O,NONE,vuln,CWE-190,X,"num_queues and queue_size from untrusted message are unvalidated before computing mmap_size, allowing overflow/oversized allocation and out-of-bounds writes in the packed queue initialization loop."
208,pv_362ec9daadb9_210420,CVE-2016-10317,CWE-119,362ec9daadb9992b0def3520cd1dc6fa52edd1c4,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",parse_fail,,X,
209,pv_362ec9daadb9_210420,CVE-2016-10317,CWE-119,362ec9daadb9992b0def3520cd1dc6fa52edd1c4,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-787,X,"No bounds validation on left_offset/left_width/src_width against src_strip or dest_strip sizes, allowing buffer overflow via memcpy calls."
210,pv_366ad48d076c_210453,CVE-2020-16302,CWE-120,366ad48d076c1aa4c8f83c65011258a04e348207,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"memset(end_data, 0, 7) can write past the end of the `data` buffer when line_size is close to DATA_SIZE, since the check only ensures line_size <= DATA_SIZE, not that 7 bytes of padding fit."
211,pv_366ad48d076c_210453,CVE-2020-16302,CWE-120,366ad48d076c1aa4c8f83c65011258a04e348207,C,safe,safe,,O,NONE,vuln,CWE-787,X,"line_size check only guards data[] but plane_data[LINE_SIZE*3] can overflow since DATA_SIZE=LINE_SIZE*8 allows i up to DATA_SIZE, writing odp[LINE_SIZE*2] beyond plane_data bounds."
212,pv_89c2b3b74918_210484,CVE-2022-1508,CWE-125,89c2b3b74918200e46699338d7bcc19b1ea12110,C,vuln,vuln,CWE-416,O,The io_read function in fs/io_uring.c in the Linux kernel before 5.1.13 allows local users to cause a denial of service (use-after-free) or possibly have unspecified other impact by leveraging incorre,vuln,CWE-416,O,"iovec/iter memory from a prior async_data (rw) can be mismanaged across retry paths, leading to potential use of freed or stale iovec/iter state in io_setup_async_rw/io_iter_do_read."
213,pv_89c2b3b74918_210484,CVE-2022-1508,CWE-125,89c2b3b74918200e46699338d7bcc19b1ea12110,C,safe,vuln,CWE-416,X,The io_read function in fs/io_uring.c in the Linux kernel before 5.1.13 allows local users to cause a denial of service (use-after-free) or possibly have unspecified other impact by leveraging incorre,vuln,CWE-416,X,"iovec allocated by io_import_iovec may be freed/reassigned via io_setup_async_rw yet reused/retried without proper reset, risking stale pointer access in retry loop."
214,pv_04c9b00ba835_210527,CVE-2022-28389,CWE-415,04c9b00ba83594a29813d6b1fb8fdc93a3915174,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"usb_msg.dlc is set directly from cf->len without clamping to CAN_MAX_DLEN(8), allowing memcpy to overflow the fixed-size usb_msg.data buffer."
215,pv_04c9b00ba835_210527,CVE-2022-28389,CWE-415,04c9b00ba83594a29813d6b1fb8fdc93a3915174,C,safe,safe,,O,NONE,vuln,CWE-787,X,"usb_msg.dlc is set from cf->len without validating it against the fixed-size usb_msg.data buffer before memcpy, allowing potential overflow if len exceeds expected CAN frame size."
216,pv_4d461376bd85_210551,CVE-2019-19246,CWE-125,4d461376bd85e7994835677b2ff453a43c49cd28,C,vuln,safe,,X,NONE,vuln,CWE-415,O,"In several error paths (e.g., after onig_node_list_add fails), prev_node/snode may already be linked into root's list yet still referenced separately, leading to double free when top_root is freed at "
217,pv_4d461376bd85_210551,CVE-2019-19246,CWE-125,4d461376bd85e7994835677b2ff453a43c49cd28,C,safe,safe,,O,NONE,vuln,CWE-787,X,This corresponds to the Oniguruma CVE-2019-19246-class bug where buf[ONIGENC_MBC_CASE_FOLD_MAXLEN] can be overflowed by ONIGENC_MBC_CASE_FOLD when fold_len exceeds the fixed buffer size for certain en
218,pv_b2f37aead1b8_210636,CVE-2022-1195,CWE-416,b2f37aead1b82a770c48b5d583f35ec22aabb61e,C,vuln,safe,,X,NONE,vuln,CWE-416,O,"If refcount_dec_and_test fails (other users active), code doesn't wait properly before freeing ax->rbuff/xbuff, allowing concurrent access to freed buffers."
219,pv_b2f37aead1b8_210636,CVE-2022-1195,CWE-416,b2f37aead1b82a770c48b5d583f35ec22aabb61e,C,safe,safe,,O,NONE,vuln,CWE-416,X,"ax->dev is accessed via netif_stop_queue/unregister_netdev after refcount reaches zero, but other code paths may free ax/dev concurrently without proper synchronization guarantees."
220,pv_da15c7413916_210834,CVE-2018-14665,CWE-863,da15c7413916f754708c62c2089265528cd661e2,C,vuln,safe,,X,NONE,vuln,CWE-134,O,"fname/backup are used directly as format strings in asprintf, allowing format string exploitation if attacker-influenced."
221,pv_da15c7413916_210834,CVE-2018-14665,CWE-863,da15c7413916f754708c62c2089265528cd661e2,C,safe,safe,,O,NONE,vuln,CWE-134,X,"fname and backup are passed directly as format strings to asprintf, allowing attacker-controlled format specifiers to cause crashes or memory corruption."
222,pv_144849ea2723_210866,CVE-2020-14361,CWE-191,144849ea27230962227e62a943b399e2ab304787,C,vuln,safe,,X,NONE,vuln,CWE-129,O,dataLeft/size checks occur after computing pointers but size==1 (BellNotify etc.) is never checked against dataLeft properly and swap operations can read beyond buffer if declared length doesn't match
223,pv_144849ea2723_210866,CVE-2020-14361,CWE-191,144849ea27230962227e62a943b399e2ab304787,C,safe,safe,,O,NONE,vuln,CWE-129,X,"dataLeft is computed from client-controlled req_len without verifying it is at least SIZEOF(xkbSelectEventsReq), causing unsigned underflow and subsequent out-of-bounds swaps on stuff data."
224,pv_1caff0340f49_210887,CVE-2021-3416,CWE-835,1caff0340f49c93d535c6558a5138d20d475315c,C,vuln,vuln,CWE-125,O,"The e1000_send_packet function in hw/net/e1000.c in QEMU 2.0.0 through 2.2.0 allows guest users to cause a denial of service (out-of-bounds read and host crash) via a crafted packet, related to the e1",vuln,CWE-20,O,"No validation of size/buf against minimum packet length before accessing buffer contents (e.g., in inc_tx_bcast_or_mcast_count) can cause out-of-bounds read."
225,pv_1caff0340f49_210887,CVE-2021-3416,CWE-835,1caff0340f49c93d535c6558a5138d20d475315c,C,safe,safe,,O,NONE,vuln,CWE-125,X,"buf/size passed to inc_tx_bcast_or_mcast_count and size-stats functions without validating size against buffer bounds, risking OOB read if size is smaller than expected header length."
226,pv_a4a16ac42d2f_210896,CVE-2019-3813,CWE-193,a4a16ac42d2f19a17e36556546aa94d5cd83745f,C,vuln,safe,,X,NONE,vuln,CWE-193,O,"group_id/slot_id checks use `>` instead of `>=`, allowing out-of-bounds array access into mem_slots when equal to num_memslots_groups/num_memslots."
227,pv_a4a16ac42d2f_210896,CVE-2019-3813,CWE-193,a4a16ac42d2f19a17e36556546aa94d5cd83745f,C,safe,safe,,O,NONE,vuln,CWE-190,X,"h_virt = clean_virt + slot->address_delta can overflow/wrap before bounds validation in memslot_validate_virt, potentially bypassing the check."
228,pv_70b1900dd13d_210904,CVE-2018-16842,CWE-125,70b1900dd13d16f2e83f571407a614541d5ac9ba,C,vuln,safe,,X,NONE,vuln,CWE-134,O,"fmt is passed to vsnprintf without validation, and if attacker-controlled it can lead to memory disclosure or crashes; also buffer truncation from vsnprintf isn't checked against print_buffer size, ca"
229,pv_70b1900dd13d_210904,CVE-2018-16842,CWE-125,70b1900dd13d16f2e83f571407a614541d5ac9ba,C,safe,safe,,O,NONE,vuln,CWE-134,X,"fmt is passed unchecked to vsnprintf; if caller-supplied data reaches fmt, it can cause memory disclosure or crashes via format specifiers."
230,pv_f6eae44a3d05_211090,CVE-2011-1678,CWE-20,f6eae44a3d05b6515a59651e6bed8b6dde689aec,C,vuln,safe,,X,NONE,vuln,CWE-252,O,"calloc() return value is checked but toggle_dac_capability/addmntent errors and mount_user injection into mnt_opts lack sanitization, allowing potential mtab corruption or truncation issues."
231,pv_f6eae44a3d05_211090,CVE-2011-1678,CWE-20,f6eae44a3d05b6515a59651e6bed8b6dde689aec,C,safe,safe,,O,NONE,vuln,CWE-252,X,"calloc() result for mnt_opts is checked but if NULL, addmntent still called with mnt_opts NULL, and other calls like ftruncate/toggle_dac_capability return values are ignored, risking inconsistent mta"
232,pv_b147281293a8_211102,CVE-2013-4668,CWE-22,b147281293a8307808475e102a14857055f81631,C,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-22,O,"pathname/linkname from archive entries are used to build file paths without proper sanitization against ""../"" sequences, allowing extraction outside the destination directory."
233,pv_b147281293a8_211102,CVE-2013-4668,CWE-22,b147281293a8307808475e102a14857055f81631,C,safe,safe,,O,NONE,vuln,CWE-22,X,"Archive entry pathnames/linknames (including ""../"" sequences and symlink targets) are used to build extraction/link paths without sufficient validation, potentially allowing writes outside destination"
234,pv_b147281293a8_211103,CVE-2013-4668,CWE-22,b147281293a8307808475e102a14857055f81631,C,vuln,safe,,X,NONE,vuln,CWE-22,O,"base_name derived from archive entry path via _g_path_get_relative_basename may not fully sanitize traversal sequences, allowing extraction outside destination directory."
235,pv_b147281293a8_211103,CVE-2013-4668,CWE-22,b147281293a8307808475e102a14857055f81631,C,safe,safe,,O,NONE,vuln,CWE-22,X,base_name derived from archive entry path may allow traversal outside destination if _g_path_get_relative_basename_safe fails to fully sanitize symlinks or crafted paths before file creation.
236,pv_7fd25e6fc035_211113,CVE-2019-19525,CWE-416,7fd25e6fc035f4b04b75bca6d7e8daa069603a76,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"usb_get_intfdata may return NULL if probe failed partially, causing atusb->usb_dev dereference in dev_dbg to crash."
237,pv_7fd25e6fc035_211113,CVE-2019-19525,CWE-416,7fd25e6fc035f4b04b75bca6d7e8daa069603a76,C,safe,safe,,O,NONE,vuln,CWE-416,X,"atusb->hw and related fields are accessed after usb_put_dev/ieee802154_free_hw may release underlying memory, and no NULL check on atusb before use."
238,pv_612562bc1ea3_211126,CVE-2022-1987,CWE-125,612562bc1ea38f1708b044e7a079c47a05b1291d,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"label_length returned by mobi_getstring_ordt/mobi_indx_get_label may exceed INDX_LABEL_SIZEMAX buffer 'text', causing stack buffer overflow via strncpy with unchecked size."
239,pv_612562bc1ea3_211126,CVE-2022-1987,CWE-125,612562bc1ea38f1708b044e7a079c47a05b1291d,C,safe,safe,,O,NONE,vuln,CWE-787,X,"label_length is checked against entry_length but not against INDX_LABEL_SIZEMAX before being used with strncpy into fixed-size buffer text[INDX_LABEL_SIZEMAX+1], allowing stack buffer overflow."
240,pv_6e3855aed7ba_211179,CVE-2017-17723,CWE-125,6e3855aed7ba8bb4731fc4087ca7f9078b2f3d97,C++,vuln,safe,,X,NONE,vuln,CWE-190,O,"`size*count + pad+20` in DataBuf allocation can overflow with attacker-controlled `count`/`size`, causing undersized buffer and subsequent out-of-bounds read/write via io.read and byteSwap operations."
241,pv_6e3855aed7ba_211179,CVE-2017-17723,CWE-125,6e3855aed7ba8bb4731fc4087ca7f9078b2f3d97,C++,safe,safe,,O,NONE,vuln,CWE-190,X,"The allocate calculation (size*count + pad+20) and count-jump subtraction can overflow/underflow, and offset/count values from file are not validated against io.size() before reads (e.g., IPTCNAA and "
242,pv_a72cd07f2983_211181,CVE-2014-9426,CWE-17,a72cd07f2983dc43a6bb35209dc4687852e53c09,C,vuln,safe,,X,NONE,vuln,CWE-590,O,"On snprintf overflow error path, code calls efree(mfn) on a stack-allocated buffer, causing an invalid free that can corrupt memory management."
243,pv_a72cd07f2983_211181,CVE-2014-9426,CWE-17,a72cd07f2983dc43a6bb35209dc4687852e53c09,C,safe,safe,,O,NONE,vuln,CWE-121,X,"snprintf with mfn[MAXPATHLEN] can truncate paths and its return value can exceed buffer size, leading to incorrect length used in estrndup and potential path truncation issues when constructing direct"
244,pv_4f0f465f991c_211473,CVE-2012-2370,CWE-189,4f0f465f991cd454d03189497f923eb40c170c22,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-190,O,"ww and hh are attacker-controlled from file, unvalidated multiplication (bytes_per_line * hh) can overflow or produce huge/small size for g_malloc, leading to heap buffer overflow when writing bits."
245,pv_4f0f465f991c_211473,CVE-2012-2370,CWE-189,4f0f465f991cd454d03189497f923eb40c170c22,C,safe,safe,,O,NONE,parse_fail,,X,
246,pv_a062006b9de0_211563,CVE-2021-3968,CWE-122,a062006b9de0b2947ab5fb376c6e67ef92a8cd69,C,vuln,safe,,X,NONE,safe,,X,The function manages visual mode state and cursor position without unsafe memory operations or missing bounds checks.
247,pv_a062006b9de0_211563,CVE-2021-3968,CWE-122,a062006b9de0b2947ab5fb376c6e67ef92a8cd69,C,safe,safe,,O,NONE,safe,,O,Function performs standard state initialization for visual mode with bounds-safe operations; no evident memory corruption or injection vector.
248,pv_c6870a6c857d_211567,CVE-2013-2020,CWE-189,c6870a6c857dd722dffaf6d37ae52ec259d12492,C,vuln,safe,,X,NONE,parse_fail,,X,
249,pv_c6870a6c857d_211567,CVE-2013-2020,CWE-189,c6870a6c857dd722dffaf6d37ae52ec259d12492,C,safe,safe,,O,NONE,parse_fail,,X,
250,pv_07a5b8141e35_211773,CVE-2015-7852,CWE-20,07a5b8141e354a998a52994c3c9cd547927e56ce,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"bv[len]/bv[len+1] write after atoascii can overflow bv buffer if strlen(bv) reaches sizeof(bv)-1, since atoascii's null-termination guarantee isn't verified against remaining space."
251,pv_07a5b8141e35_211773,CVE-2015-7852,CWE-20,07a5b8141e354a998a52994c3c9cd547927e56ce,C,safe,safe,,O,NONE,vuln,CWE-787,X,"bv[len+1] can write past buffer since atoascii used sizeof(bv)-1 leaving only 1 byte margin, risking off-by-one overflow if len equals sizeof(bv)-1."
252,pv_4cd52b5daac6_211785,CVE-2020-27828,CWE-20,4cd52b5daac62b00a0a328451544807ddecf775f,C,vuln,parse_fail,,X,,vuln,CWE-190,O,"maxrlvls and other user-controlled values (atoi results) are unchecked before use in loops writing to fixed-size arrays (prcwidthexpns/prcheightexpns), allowing out-of-bounds writes."
253,pv_4cd52b5daac6_211785,CVE-2020-27828,CWE-20,4cd52b5daac62b00a0a328451544807ddecf775f,C,safe,parse_fail,,X,,vuln,CWE-190,X,"tccp->maxrlvls and prcwidthexpn/prcheightexpn user-controlled values are used to index/populate prcwidthexpns[rlvlno]/prcheightexpns[rlvlno] arrays before bounds validation occurs, and numgbits/atoi v"
254,pv_b1a5983f56e3_211868,CVE-2022-25636,CWE-269,b1a5983f56e371046dcf164f90bfaf704d2b89f6,C,vuln,safe,,X,NONE,vuln,CWE-401,O,"If kzalloc for ctx fails, flow is freed via nft_flow_rule_destroy but flow was already allocated with num_actions entries, and ctx allocation failure path is handled correctly, though goto err_out bef"
255,pv_b1a5983f56e3_211868,CVE-2022-25636,CWE-269,b1a5983f56e371046dcf164f90bfaf704d2b89f6,C,safe,safe,,O,NONE,vuln,CWE-401,X,"If ctx allocation fails after flow rule allocated, code jumps to err_out and destroys flow correctly, but ctx null check timing leaves minor resource handling inconsistencies under error paths."
256,pv_a2fe525e660b_211877,CVE-2022-25236,CWE-668,a2fe525e660badd64b6c557c2b1ec26ddc07f6e4,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"When m_namespaceSeparator is set and len equals uriAlloc exactly (edge case in reuse path) or during memcpy, b->uri[len-1] write assumes len>=1, but if len==0 (empty uri with separator) this underflow"
257,pv_a2fe525e660b_211877,CVE-2022-25236,CWE-668,a2fe525e660badd64b6c557c2b1ec26ddc07f6e4,C,safe,safe,,O,NONE,vuln,CWE-190,X,"len computed from uri length used in memcpy/realloc sizing; though overflow checks exist for most paths, b->uri[len-1] write assumes len>0 which could underflow if len is 0 with namespaceSeparator set"
258,pv_839b1bcf0450_211915,CVE-2017-9782,CWE-125,839b1bcf0450ff036c28e8db40a7abf886e02891,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"When dec->cmap is present but dec->cdef is not, code dereferences dec->cdef->data.cdef unconditionally (cdefd = &dec->cdef->data.cdef;) and also accesses dec->pclr->data.pclr in the CMAP sanity check "
259,pv_839b1bcf0450_211915,CVE-2017-9782,CWE-125,839b1bcf0450ff036c28e8db40a7abf886e02891,C,safe,safe,,O,NONE,vuln,CWE-476,X,"dec->cdef is dereferenced (cdefd = &dec->cdef->data.cdef) without checking if cdef box exists when cmap is present, causing crash on crafted JP2 files."
260,pv_03ea74c04a59_212339,CVE-2018-18820,CWE-119,03ea74c04a5966114c2fe66e4e6892d11a68181e,C,vuln,safe,,X,NONE,vuln,CWE-126,O,strncasecmp/sscanf on ptr without validating bytes/size against header length can read past the buffer since ptr is not guaranteed null-terminated within 'bytes'.
261,pv_03ea74c04a59_212339,CVE-2018-18820,CWE-119,03ea74c04a5966114c2fe66e4e6892d11a68181e,C,safe,safe,,O,NONE,vuln,CWE-787,X,"copy_len is computed as len-24+1 without verifying len>=22 properly against the fixed 22-char prefix, and memcpy uses input+22 with copy_len potentially exceeding remaining buffer relative to len, ris"
262,pv_c5fd097e5cce_212407,CVE-2022-38150,CWE-703,c5fd097e5cce8b461c6443af02b3448baef2491d,C,vuln,safe,,X,NONE,vuln,CWE-125,O,"fm->hd[u].b may lack a null terminator or valid bounds, so strchr could read past the buffer if header data isn't properly delimited."
263,pv_c5fd097e5cce_212407,CVE-2022-38150,CWE-703,c5fd097e5cce8b461c6443af02b3448baef2491d,C,safe,safe,,O,NONE,vuln,CWE-129,X,"The index 'u' is used to access fm->hdf[u] and fm->hd[u] without bounds checking before validation against HTTP_HDR_FIRST, risking out-of-bounds access if caller passes invalid index."
264,pv_04c2a47ffb13_212414,CVE-2022-1055,CWE-416,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,C,vuln,safe,,X,NONE,vuln,CWE-416,O,"On replay via goto after EAGAIN, chain/tp/block pointers from prior iteration aren't fully reset, risking stale references combined with lock state changes across rtnl_held transitions."
265,pv_04c2a47ffb13_212414,CVE-2022-1055,CWE-416,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,C,safe,safe,,O,NONE,vuln,CWE-416,X,"On EAGAIN replay path, chain/tp/block from a prior failed iteration may be reused/released inconsistently, and rtnl_held state changes across goto replay can lead to unlocked access races on shared ch"
266,pv_e1134d375e2c_212822,CVE-2022-1350,CWE-787,e1134d375e2ca176068e19a2aa9b040baffe1c22,C,vuln,safe,,X,NONE,vuln,CWE-191,O,"If read_pos > write_pos, the subtraction underflows to a huge unsigned value, potentially causing an out-of-bounds memcpy."
267,pv_e1134d375e2c_212822,CVE-2022-1350,CWE-787,e1134d375e2ca176068e19a2aa9b040baffe1c22,C,safe,safe,,O,NONE,vuln,CWE-191,X,"If read_pos exceeds write_pos, the unsigned subtraction underflows producing a huge count, causing memcpy to read out of bounds."
268,pv_0381a0de64a5_212834,CVE-2018-16881,CWE-190,0381a0de64a5a048c3d48b79055bd9848d0c7fc2,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-190,O,"pThis->iOctetsRemain = pThis->iOctetsRemain * 10 + c - '0' has no bounds check, allowing integer overflow that can corrupt subsequent buffer size calculations in the octet-counting framing logic."
269,pv_0381a0de64a5_212834,CVE-2018-16881,CWE-190,0381a0de64a5a048c3d48b79055bd9848d0c7fc2,C,safe,safe,,O,NONE,vuln,CWE-787,X,"In eInOctetCnt state, digits are written to pThis->pMsg via pThis->iMsg++ without bounds checking against buffer size, allowing overflow before switching to eInMsg state."
270,pv_8c92060d3c02_212927,CVE-2021-3416,CWE-835,8c92060d3c0248bd4d515719a35922cd2391b9b4,C,vuln,safe,,X,NONE,vuln,CWE-20,O,"The function trusts caller-supplied buf/size without validating bounds, potentially causing out-of-bounds read if size exceeds actual buffer allocation."
271,pv_8c92060d3c02_212927,CVE-2021-3416,CWE-835,8c92060d3c0248bd4d515719a35922cd2391b9b4,C,safe,safe,,O,NONE,vuln,CWE-20,X,"The function lacks bounds checking on size, potentially allowing buffer over-read if size exceeds buf's allocated length before being passed to send/receive functions."
272,pv_621f9e41465b_212934,CVE-2021-32056,CWE-732,621f9e41465b521399f691c241181300fab55995,C,vuln,safe,,X,NONE,vuln,CWE-682,O,"qdiffs[QUOTA_ANNOTSTORAGE] = value->len - (quota_t)oldval.len may underflow/produce incorrect quota accounting if lengths are handled improperly, though impact is limited to quota tracking accuracy."
273,pv_621f9e41465b_212934,CVE-2021-32056,CWE-732,621f9e41465b521399f691c241181300fab55995,C,safe,safe,,O,NONE,vuln,CWE-682,X,"qdiffs[QUOTA_ANNOTSTORAGE] = value->len - oldval.len can underflow/produce incorrect signed quota_t value when oldval.len > value->len, potentially bypassing quota checks."
274,pv_2bcbc95f033c_213037,CVE-2020-7060,CWE-125,2bcbc95f033c31b00595ed39f79c3a99b4ed0501,C,vuln,safe,,X,NONE,vuln,CWE-125,O,"In the cp950_pua_tbl loop, if no matching entry is found, k reaches the array's bound and cp950_pua_tbl[k] is accessed out-of-bounds."
275,pv_2bcbc95f033c_213037,CVE-2020-7060,CWE-125,2bcbc95f033c31b00595ed39f79c3a99b4ed0501,C,safe,safe,,O,NONE,vuln,CWE-125,X,"The for-loop searching cp950_pua_tbl may not find a matching entry and break, leaving k equal to the array size, causing out-of-bounds access to cp950_pua_tbl[k]."
276,pv_d270453a0d9e_213075,CVE-2022-1734,CWE-416,d270453a0d9ec10bb8a802a142fb1b3601a83098,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"priv->ndev->nfc_dev is dereferenced without a NULL check, which can crash if the nfc_dev registration failed or was never initialized."
277,pv_d270453a0d9e_213075,CVE-2022-1734,CWE-416,d270453a0d9ec10bb8a802a142fb1b3601a83098,C,safe,safe,,O,NONE,vuln,CWE-416,X,nfc_dev is accessed via priv->ndev->nfc_dev after nci_unregister_device() already freed/unregistered it.
278,pv_d553d92d6e9f_213370,CVE-2019-9633,CWE-754,d553d92d6e9f53cbe5a34166fcb919ba652c6a8e,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"In the error path, `data->connectable` is accessed via `clarify_connect_error(error, data->connectable, ...)` without checking if `data` is NULL, though the cancellation check guards this partially, `"
279,pv_d553d92d6e9f_213370,CVE-2019-9633,CWE-754,d553d92d6e9f53cbe5a34166fcb919ba652c6a8e,C,safe,safe,,O,NONE,parse_fail,,X,
280,pv_3b0462726e7e_213528,CVE-2021-4154,CWE-416,3b0462726e7ef281c35a7a4ae33e93ee2bc9975b,C,vuln,safe,,X,NONE,safe,,X,"Input validation and bounds checks (size limits, character whitelist, null checks) appear properly implemented for all parsed options."
